"RSSI" "24 AF 81" "C2 6E 4F" "24 CC E9" "24 A1 D4" "24 98 CB" "77 F2 AB" "EC 94 19 54 21 2F" "EC A5 DE FB 86 3E"
"1" -10 NA NA NA NA NA NA NA NA
"2" -11 NA NA NA NA NA NA NA NA
"3" -12 NA NA NA NA NA NA NA NA
"4" -13 NA NA NA NA NA NA NA NA
"5" -14 NA NA NA NA NA NA NA NA
"6" -15 NA NA NA NA NA NA NA NA
"7" -16 NA NA NA NA NA NA NA NA
"8" -17 NA NA NA NA NA NA NA NA
"9" -18 NA NA NA NA NA NA NA NA
"10" -19 NA NA NA NA NA NA NA NA
"11" -20 NA NA NA NA NA NA NA NA
"12" -21 NA NA NA NA NA NA NA NA
"13" -22 NA NA NA NA NA NA NA NA
"14" -23 NA NA NA NA NA NA NA NA
"15" -24 NA NA NA NA NA NA NA NA
"16" -25 NA NA NA NA NA NA NA NA
"17" -26 NA NA NA NA NA NA NA NA
"18" -27 NA NA NA NA NA NA NA NA
"19" -28 NA NA NA NA NA NA NA NA
"20" -29 NA NA NA NA NA NA NA NA
"21" -30 NA NA NA NA NA NA NA NA
"22" -31 NA NA NA NA NA NA NA NA
"23" -32 NA NA NA NA NA NA NA NA
"24" -33 NA NA NA NA NA NA NA NA
"25" -34 NA NA NA NA NA NA NA NA
"26" -35 NA NA NA NA NA NA NA NA
"27" -36 NA NA NA NA NA NA NA NA
"28" -37 NA NA NA NA NA NA NA NA
"29" -38 NA NA NA NA NA NA NA NA
"30" -39 NA NA NA NA NA NA NA NA
"31" -40 NA NA NA NA NA NA NA NA
"32" -41 NA NA NA NA NA NA NA NA
"33" -42 NA NA NA NA NA NA NA NA
"34" -43 NA NA NA NA NA NA NA NA
"35" -44 NA NA NA NA NA NA NA NA
"36" -45 NA NA NA NA NA NA NA NA
"37" -46 NA NA NA NA NA NA NA NA
"38" -47 NA NA NA NA NA NA NA NA
"39" -48 NA NA NA NA NA NA NA NA
"40" -49 NA NA NA NA NA NA NA NA
"41" -50 NA NA NA NA NA NA NA NA
"42" -51 NA NA NA NA NA NA NA NA
"43" -52 NA NA NA NA NA NA NA NA
"44" -53 NA NA NA NA NA NA NA NA
"45" -54 NA NA NA NA NA NA NA NA
"46" -55 NA NA NA 4 NA NA NA NA
"47" -56 NA NA NA 12 NA NA NA NA
"48" -57 1 NA NA 39 NA NA NA NA
"49" -58 11 NA 3 12 2 NA NA NA
"50" -59 21 NA 7 7 6 NA NA NA
"51" -60 26 NA 27 5 6 2 NA NA
"52" -61 3 NA 6 NA 14 3 NA 6
"53" -62 6 2 21 NA 1 17 NA 9
"54" -63 19 9 24 NA NA 5 9 7
"55" -64 2 32 5 NA NA 1 12 10
"56" -65 NA 16 NA NA NA 4 12 16
"57" -66 NA 2 NA NA NA 22 17 30
"58" -67 NA 4 NA NA NA 2 2 4
"59" -68 NA 16 NA NA NA 2 NA NA
"60" -69 NA 8 NA NA NA 5 NA NA
"61" -70 NA 1 NA NA NA 12 NA NA
"62" -71 NA NA NA NA NA 11 NA NA
"63" -72 NA NA NA NA NA 4 NA NA
"64" -73 NA NA NA NA NA NA NA NA
"65" -74 NA NA NA NA NA NA NA NA
"66" -75 NA NA NA NA NA NA NA NA
"67" -76 NA NA NA NA NA NA NA NA
"68" -77 NA NA NA NA NA NA NA NA
"69" -78 NA NA NA NA NA NA NA NA
"70" -79 NA NA NA NA NA NA NA NA
"71" -80 NA NA NA NA NA NA NA NA
"72" -81 NA NA NA NA NA NA NA NA
"73" -82 NA NA NA NA NA NA NA NA
"74" -83 NA NA NA NA NA NA NA NA
"75" -84 NA NA NA NA NA NA NA NA
"76" -85 NA NA NA NA NA NA NA NA
"77" -86 NA NA NA NA NA NA NA NA
"78" -87 NA NA NA NA NA NA NA NA
"79" -88 NA NA NA NA NA NA NA NA
"80" -89 NA NA NA NA NA NA NA NA
